Tutorials,,,,,
,Building a Webapp Step-by-Step - Ohad Kravchick - Part 1,"We will cover several key aspects of building a single page web application. We will start by exploring and properly using MVC in our web app. We will do so by building a simple view or two, using HTML templates, CSS, and JS glue. We will also do some simple models and controllers; We will write some DOM and custom events to decouple our controllers from our views and from our models. I will opt for using an events framework, rather than a full MVC one, as it provides lower prerequisite bar; I will though explore a few of the features we will be missing in a normal MVC framework(like bindings, or syncing to RESTful service), but will also likely show the same code in Backbone; that is unless you prefer sticking to a standardized one. As we build our code, we will add tests to our code: we'll test the views using node.js, mocha, and jsdom. We will also introduce fixtures to mimic our model for testing the views. And, of course, we will also test our controllers and model, this time using spies (sinon.js), to validate the creation and proper messaging. Besides running our tests manually, we will later explore simple grunt integrations for testing and linting, and finish with deploying our code continuously to our servers.",40 minutes,364 MB  ,http://mediaservice.mirror-image.com/videos/bf8682f0c9818/assets/5812278/file.mp4
,Building a Webapp Step-by-Step - Ohad Kravchick - Part 2,"We will cover several key aspects of building a single page web application. We will start by exploring and properly using MVC in our web app. We will do so by building a simple view or two, using HTML templates, CSS, and JS glue. We will also do some simple models and controllers; We will write some DOM and custom events to decouple our controllers from our views and from our models. I will opt for using an events framework, rather than a full MVC one, as it provides lower prerequisite bar; I will though explore a few of the features we will be missing in a normal MVC framework(like bindings, or syncing to RESTful service), but will also likely show the same code in Backbone; that is unless you prefer sticking to a standardized one. As we build our code, we will add tests to our code: well test the views using node.js, mocha, and jsdom. We will also introduce fixtures to mimic our model for testing the views. And, of course, we will also test our controllers and model, this time using spies (sinon.js), to validate the creation and proper messaging. Besides running our tests manually, we will later explore simple grunt integrations for testing and linting, and finish with deploying our code continuously to our servers.",45 minutes,403 MB  ,http://mediaservice.mirror-image.com/videos/1d729c38906e2/assets/5812544/file.mp4
,Building a Webapp Step-by-Step - Ohad Kravchick - Part 3,"We will cover several key aspects of building a single page web application. We will start by exploring and properly using MVC in our web app. We will do so by building a simple view or two, using HTML templates, CSS, and JS glue. We will also do some simple models and controllers; We will write some DOM and custom events to decouple our controllers from our views and from our models. I will opt for using an events framework, rather than a full MVC one, as it provides lower prerequisite bar; I will though explore a few of the features we will be missing in a normal MVC framework(like bindings, or syncing to RESTful service), but will also likely show the same code in Backbone; that is unless you prefer sticking to a standardized one. As we build our code, we will add tests to our code: well test the views using node.js, mocha, and jsdom. We will also introduce fixtures to mimic our model for testing the views. And, of course, we will also test our controllers and model, this time using spies (sinon.js), to validate the creation and proper messaging. Besides running our tests manually, we will later explore simple grunt integrations for testing and linting, and finish with deploying our code continuously to our servers.",39 minutes,354 MB  ,http://mediaservice.mirror-image.com/videos/f63d0da2ffde6/assets/5812368/file.mp4
,Building a Webapp Step-by-Step - Ohad Kravchick - Part 4,"We will cover several key aspects of building a single page web application. We will start by exploring and properly using MVC in our web app. We will do so by building a simple view or two, using HTML templates, CSS, and JS glue. We will also do some simple models and controllers; We will write some DOM and custom events to decouple our controllers from our views and from our models. I will opt for using an events framework, rather than a full MVC one, as it provides lower prerequisite bar; I will though explore a few of the features we will be missing in a normal MVC framework(like bindings, or syncing to RESTful service), but will also likely show the same code in Backbone; that is unless you prefer sticking to a standardized one. As we build our code, we will add tests to our code: well test the views using node.js, mocha, and jsdom. We will also introduce fixtures to mimic our model for testing the views. And, of course, we will also test our controllers and model, this time using spies (sinon.js), to validate the creation and proper messaging. Besides running our tests manually, we will later explore simple grunt integrations for testing and linting, and finish with deploying our code continuously to our servers.",48 minutes,430 MB  ,http://mediaservice.mirror-image.com/videos/9e6889994c06f/assets/5812324/file.mp4
,Windows 8 App Building Boot Camp - Kraig Brockschmidt - Part 1,"Windows 8 offers the ability to write true native Windows Store apps using web technologies: HTML, CSS, and JavaScript. This workshop will ramp up developers on the core knowledge needed to write apps for the platform, starting with the user experience and platform characteristics, then going into app anatomy and architecture, the WinJS library and how it works alongside third party libraries, how platform controls work alongside standard HTML controls, app layout, the many capabilities offered by the Windows Runtime API (WinRT), and how apps are distributed through the Windows Store. Along the way attendees will become familiar with the free Visual Studio and Blend tools for Windows 8.",41 minutes,365 MB  ,http://mediaservice.mirror-image.com/videos/c2f61460333a1/assets/5813604/file.mp4
,Windows 8 App Building Boot Camp - Kraig Brockschmidt - Part 2,"Windows 8 offers the ability to write true native Windows Store apps using web technologies: HTML, CSS, and JavaScript. This workshop will ramp up developers on the core knowledge needed to write apps for the platform, starting with the user experience and platform characteristics, then going into app anatomy and architecture, the WinJS library and how it works alongside third party libraries, how platform controls work alongside standard HTML controls, app layout, the many capabilities offered by the Windows Runtime API (WinRT), and how apps are distributed through the Windows Store. Along the way attendees will become familiar with the free Visual Studio and Blend tools for Windows 8.",41 minutes,366 MB  ,http://mediaservice.mirror-image.com/videos/8540c6aa0db5f/assets/5813688/file.mp4
,Windows 8 App Building Boot Camp - Kraig Brockschmidt - Part 3,"Windows 8 offers the ability to write true native Windows Store apps using web technologies: HTML, CSS, and JavaScript. This workshop will ramp up developers on the core knowledge needed to write apps for the platform, starting with the user experience and platform characteristics, then going into app anatomy and architecture, the WinJS library and how it works alongside third party libraries, how platform controls work alongside standard HTML controls, app layout, the many capabilities offered by the Windows Runtime API (WinRT), and how apps are distributed through the Windows Store. Along the way attendees will become familiar with the free Visual Studio and Blend tools for Windows 8.",39 minutes,351 MB  ,http://mediaservice.mirror-image.com/videos/82199a67454d7/assets/5813627/file.mp4
,Windows 8 App Building Boot Camp - Kraig Brockschmidt - Part 4,"Windows 8 offers the ability to write true native Windows Store apps using web technologies: HTML, CSS, and JavaScript. This workshop will ramp up developers on the core knowledge needed to write apps for the platform, starting with the user experience and platform characteristics, then going into app anatomy and architecture, the WinJS library and how it works alongside third party libraries, how platform controls work alongside standard HTML controls, app layout, the many capabilities offered by the Windows Runtime API (WinRT), and how apps are distributed through the Windows Store. Along the way attendees will become familiar with the free Visual Studio and Blend tools for Windows 8.",34 minutes,310 MB  ,http://mediaservice.mirror-image.com/videos/74470ed7f582b/assets/5813602/file.mp4
,Windows 8 App Building Boot Camp - Kraig Brockschmidt - Part 5,"Windows 8 offers the ability to write true native Windows Store apps using web technologies: HTML, CSS, and JavaScript. This workshop will ramp up developers on the core knowledge needed to write apps for the platform, starting with the user experience and platform characteristics, then going into app anatomy and architecture, the WinJS library and how it works alongside third party libraries, how platform controls work alongside standard HTML controls, app layout, the many capabilities offered by the Windows Runtime API (WinRT), and how apps are distributed through the Windows Store. Along the way attendees will become familiar with the free Visual Studio and Blend tools for Windows 8.",35 minutes,316 MB  ,http://mediaservice.mirror-image.com/videos/b448dcf2c11c6/assets/5813633/file.mp4
Keynotes,,,,,
,JavaScript at 18: Legal to Gamble - Brendan Eich,"Almost two decades after the birth of JavaScript, I will give an update to my JavaScript at 17 keynote last year, including the latest on the next version of the JS language, ES6. I'll then show where the JS leading edge is going: ASM.js, a compiler technology for translating C and C++ programs including high-end games into JS and WebGL. I will close by talking about how JS can satisfy all these demands and remain a coherent, healthy, and extremely popular programming language.",25 minutes,229 MB  ,http://mediaservice.mirror-image.com/videos/e6701f03e3a0d/assets/5813376/file.mp4
,The ABC of Data Visualization - Irene Ros,"When we think about modern interfaces on the web, just about most of them are driven by data. They invite user interaction, exploration and engagement, but are we doing it right? In this talk, Irene will start from the basics - the data, and go over the process of turning it into valuable visual interfaces and visualizations. From basic concepts in data visualization to common pitfalls, this talk will provide a foundation for learning how to create data visualization.",14 minutes,126 MB  ,http://mediaservice.mirror-image.com/videos/41408eb07cab7/assets/5813683/file.mp4
,JavaScript Authoring Tooling - Paul Irish,Let's dive into the latest improvements to developer tools that support your productivity in authoring JavaScript experiences.,20 minutes,179 MB  ,http://mediaservice.mirror-image.com/videos/d48212fb22ceb/assets/5813463/file.mp4
,Who Doesn't Want to Believe in Magic? - Kate Matsudaira,"As developers, we often make things happen but can't explain exactly how.. Computing ultimately comes down to 1s and 0s, but we seldom think of our work that way. It is the powerful abstractions provided by software that drive technological progress. But what happens when these abstractions become too magic? This talk will explore the pitfalls of abstraction magic, and promote the successes that full stack understanding can bring to your projects, and even career.",10 minutes,90 MB  ,http://mediaservice.mirror-image.com/videos/ed8dcb89e825d/assets/5813603/file.mp4
,"Show, Don't Tell - Nellie McKesson and Chris Wilson","How Web technology is driving the evolution of reading and writing, and what OReilly is doing about it.",10 minutes,90 MB  ,http://mediaservice.mirror-image.com/videos/9afed8afa5029/assets/5813581/file.mp4
,Serving the World with the Web - Ben Galbraith and Dion Almaer,"Keynote by Dion Almaer,VP, Mobile Architecture, WalMart.com & Ben Gilbraith, VP, Mobile Engineering, WalMart.com.",21 minutes,195 MB  ,http://mediaservice.mirror-image.com/videos/99a1f23c295a6/assets/5813574/file.mp4
,Clash of the Titans: Releasing the Kraken | NodeJS @paypal - Bill Scott,"How do you take a large titan like PayPal and move it from a culture of a long shelf life to a culture of rapid experimentation? You set the UI free by adding liberal doses of NodeJS, JavaScript templating and libraries, JSON, Github and Lean Startup/UX. Bill will explain the transformation that is in process to revolutionize the technical and experience stack at PayPal.",15 minutes,134 MB  ,http://mediaservice.mirror-image.com/videos/699b670be7862/assets/5812235/file.mp4
,Console Quality Cross Platform Canvas Games - Jesse Freeman,"In the past year since I spoke at Fluent, HTML5 game development has been growing exponentially. While a lot of the techniques I spoke about before have stayed the same such as using Canvas for high performance 2d rendering, using requestAnimationFrame for building highly responsive game loops and audio which is continuing to improve, the compatible devices that support HTML5 games continues to grow. In this 10 minute demo I will show off Super Jetroid (http://jessefreeman.com/games/super-jetroid/) which is built using ImpactJS to look and feel like a native console quality 2d game. It runs on desktop/mobile browsers and natively on Windows 8 with full keyboard, touch and even Xbox controller support!",10 minutes,91 MB  ,http://mediaservice.mirror-image.com/videos/267881bd7fecf/assets/5812348/file.mp4
,"A ""Thank You"" Can Change Your Life - Nicholas Zakas","The world seems a lot harder than it used to be. Twitter and blog comments fill up with pedantic responses and cutthroat businesses make gobs of money. Its easy to stop and think that being nice has gone out of fashion, only to be replaced by sharp, aggressive rhetoric. Despite todays internet and business climate, you can still get amazing opportunities, meet interesting people, and succeed by being nice. This is the story of how saying thank you altered the course of my life and career.",8 minutes,74 MB  ,http://mediaservice.mirror-image.com/videos/668d2abca1a11/assets/5812045/file.mp4
,Remote Working Works! - Mike Hostetler,"Working remotely is a skill that can be learned. To be successful, you must not only master new disciplines but you must help others you work with see remote working as a mutual benefit. We will cover a brief overview of how to achieve geographic freedom in your job while arming you with skills to make you a more effective worker.",11 minutes,102 MB  ,http://mediaservice.mirror-image.com/videos/7ef8dd724f0c7/assets/5813580/file.mp4
,Everything You Always Wanted to Know About Web Standards (But Were Afraid to Ask) - Lea Verou,"Lea Verou, Developer Advocate, W3C",16 minutes,145 MB  ,http://mediaservice.mirror-image.com/videos/e3a0cdb826326/assets/5812283/file.mp4
Sessions,,,,,
,State of jQuery Mobile - Ralph Whitbeck,"A quick intro to jQuery Mobile for those living under a rock with a state of the project, what we've done, features of the latest release, followed by a look at what's ahead. After that I'll go over some tips for creating plugins and working with jQM and other technologies like Backbone.js and Cordova.",40 minutes,359 MB,http://mediaservice.mirror-image.com/videos/8862943496d91/assets/5813662/file.mp4
,Secrets of Awesome JavaScript API Design - Brandon Satrom,"It doesn't take long for most developers to sniff out a poorly-designed JavaScript API. Within minutes of reading about or coding against a new library, most developers can intuit whether their long-term relationship with that library will be a pleasant or unfortunate one. While documentation, buzz and other factors certainly play into that conclusion, the largest influencer of that snap conclusion is the feel of the API itself. APIs are developer UX: A good one raises a developers enjoyment; a bad one sends it plummeting. As developers, we know what good and bad JavaScript APIs """"feel"""" like, and yet we struggle with designing the kind of APIs that we enjoy using. But principles of good JavaScript API design do exist, and its possible to extract them from several key libraries in the the proliferating JavaScript landscape. In this article, Brandon Satrom will do exactly that, digging into the design aspects of popular libraries like jQuery, Backbone, Modernizer, Kendo UI and others to enumerate the designed-in qualities of these libraries that make them not only popular, but a pleasure to use.",38 minutes,338 MB,http://mediaservice.mirror-image.com/videos/ea4b8c913c44e/assets/5813709/file.mp4
,pushState to the Future: Progressive Enhancement Using HTML 5 pushState - Todd Kloots,"Since the dawn of Ajax, web apps have been moving more and more to the client in the interest of improving speed and delivering a more responsive user experience. With the same goals in mind, we've gone a different direction, rebuilding twitter.com on the principle of Progressive Enhancement, specifically using server-side rendering with support for pushState layered on top.",39 minutes,354 MB,http://mediaservice.mirror-image.com/videos/fea07c54aa520/assets/5813632/file.mp4
,DesignOps: Removing Friction from Your Front-end Development Workflow - Jessica Allen,"Implementing UX/UI change is not easy when code is architected without front-end flexibility in mind. If the process for making design changes is cumbersome, it slows down product iteration. Architect your app so that design changes and adding new features can be as frictionless as possible.",31 minutes,282 MB,http://mediaservice.mirror-image.com/videos/59e6e559e7322/assets/5812416/file.mp4
,Implementing Hypermedia Clients: It's Not Rocket Science - Mike Amundsen,"While it's true that Hypermedia APIs are getting traction in some circles, not much has been said about how this affects client coding. Common thinking is that client coding for hypermedia is either a) unreasonably hard or, b) results in ugly UI/UX that harkens back to the days of early browsers sporting Marquee and Blink tags. Coding hypermedia clients need not be ugly nor complicated. This session shows you how to write clean, adaptive code that responds to changes in data and workflow requirements over time. This session covers the truth (both good and bad) about hypermedia client coding and includes examples of several client models that handle evolvable Hypermedia APIs without sacrificing user experience or requiring Herculean effort on the part of developers.",40 minutes,361 MB,http://mediaservice.mirror-image.com/videos/48ca763cbdb9d/assets/5813502/file.mp4
,Migrating to Backbone.js - Rushaine McBean,"At the Levo League we make heavy use of JavaScript within our stack. Our development team has guidelines in order to maintain code organization and structure; we knew that we would eventually adopt a client-side framework or library as our web application grew. As a full stack developer, I took the lead on the learning about and comparing the pros and cons of various frameworks and libraries, and tested them by creating few test apps. After deciding on using Backbone.js, our challenge was to apply what we'd tested on a smaller scale to our existing codebase. Before we could implement we had to figure out how many models we needed and how many would be collections; we also had to take into account the number of views associated with each model/collection and if there was a need for routes and events.",25 minutes,228 MB,http://mediaservice.mirror-image.com/videos/7f6cae61ab1f8/assets/5813444/file.mp4
,Mistakes I Made Building Pinterest Widgets - Kent Brewster,"A year ago I stood up at Fluent and gave a somewhat idealistic talk called Eight Simple Rules for Running Your JavaScript on My Page. Since then Ive had the opportunity to build and deploy Pinterests new JavaScript widgets, which are all made by a single script tag that creates the Pin It button, a Follow Me button, and two kinds of embedded pinboards. This year Id like to come back to Fluent, break open the source code, and talk about how and when I had to break my own rules. Among other things, Ill show: Including third-party scripts with a single line of JavaScript. Passing configuration variables without adding extra SCRIPT tags. Creating structure, styling with CSS, and adding interactions, all without resorting to iframes or external libraries. Avoiding interference with existing and future page elements. Specific to the project: Full source of Pinterests widgets, how anyone can access it, and why its critical to ship source. How and why I pushed back on design. API endpoints and how Im hitting them without running into cross-domain security trouble. Dealing with browser compatibility issues. How and why I avoided using libraries. What I did about analytics and user tracking. Who I broke on launch day, and what I had to do to fix them. What Ill do differently next time.",28 minutes,254 MB,http://mediaservice.mirror-image.com/videos/a19dea16bc1b2/assets/5813510/file.mp4
,Parallel JavaScript (River Trail) Brings Parallelism to the Web - Richard L. Hudson,"Parallel programming has long been considered the realm of the self-described expert programmer. Locks, memory models, race conditions, hardware anomalies, and complex global reasoning have been the devils that JavaScript banished from the language at its creation. The price has been a sequential language appropriate for the hardware of a decade ago. Parallel JavaScript, code name River Trail, rejects the notion that adding parallelism to JavaScript requires a Faustian bargain. Instead Parallel JavaScript gently extends JavaScript in safe, secure, and programmer friendly ways resulting in the most important performance change web programmers will enjoy over the next few years. This talk will present the work we have done creating a web appropriate and HTML5/JavaScript programmer friendly parallel programming model and implementation. With this as a base the talk will look at exciting applications built using Parallel JavaScript including physics simulations, some augmented reality, and computer vision enabled games. Written entirely in JavaScript these applications provide a glimpse of a future that is increasingly immersive, engaging, and a lot more fun. While the next big application innovation is opaque what is clear is that the reality of the power wall will need to leverage all available parallel hardware including multiple hardware cores, vector instructions, and the increasing parallel and increasingly general GPUs. Parallel JavaScript is the leading contender on how to do this and is rapidly gaining acceptance both in the standards arena as well as in application arenas as the answer to evolving JavaScript into a more parallel world.",48 minutes,434 MB,http://mediaservice.mirror-image.com/videos/eda97da21869c/assets/5813445/file.mp4
,Getting Good: How to Integrate Novice Developers into Your Team - Elise Worthy,"Good developer talent is extremely hard to find. If you need to scale your team, what options do you have? LivingSocial took an unconventional route and brought on 24 ruby novices for an intensive 5-month developer training program. The litmus test of the program comes now that their development careers have started. How will these beginners deliver value? What lessons can be learned about integrating junior developers into existing teams with large amounts of legacy code?",20 minutes,182 MB,http://mediaservice.mirror-image.com/videos/f884086bbca71/assets/5812504/file.mp4
,Hey Kid! Don't Copy That Floppy! - Aaron Kalin,Software licensing sets up rules for everyone to follow when contributing or using code. Some companies have specific policies on what types of licenses are compatible with their code base. Other companies put rules on their developers on how they're allowed to contribute code to software. Do you license your software? How well did you read that LICENSE file? Well go over what types of licenses are out there and why you'll need one before you end up on the wrong side of a DMCA notice.,20 minutes,185 MB,http://mediaservice.mirror-image.com/videos/1fff420128fd8/assets/5813447/file.mp4
